,Branch_ID,Branch_Name,Zone_Code,City_Code,Address_1,Address_2,Province_Name,Province_Number,Sub_Provincial_Code
271,I4,DHARAN-BARGACHHI,PROV1,SUN,DHARAN SUB-METROPOLITAN CITY-08,BARGACHHI,Koshi Province,Province 1,Koshi 6
272,I2,CHIPLEDHUNGA,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
273,I6,BANASTHALI,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
274,I1,DHANGADHI,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
275,I7,DHUNCHE,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
276,J0,NAYA BAZAAR,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
277,I3,KUMARIPATI,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
278,I8,BHOJPUR,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
279,I9,BIRTAMOD-BNC,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
280,S4,KOSHI RECOVERY,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
281,S5,MADESH RECOVERY,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
282,S6,MANAKAMANA RECOVERY,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
283,S7,LUMBINI RECOVERY,BAGMA,KTM,NOT AVAILABLE,NOT AVAILABLE,Bagmati Province,Province 3,Bagmati 2
284,E4,MULPANI,BAGMA,KTM,MULPANI,,Bagmati Province,Province 3,Bagmati 2
285,E6,NIJGADH,BAGMA,,NIJGADH,,Bagmati Province,Province 3,Bagmati 2
286,R0,ARCHALBOT,GANDA,KASKI,ARCHALBOT,,Gandaki Province,Province 4,Gandaki 1
287,G3,DAHACHOWK,BAGMA,KTM,DAHACHOWK,,Bagmati Province,Province 3,Bagmati 2
